,id,year,team1,score1,score2,team2
833,833,2014,Costa Rica,1,1,Greece
834,834,2014,Argentina,1,0,Switzerland
835,835,2014,Belgium,2,1,USA
836,836,2014,Brazil,1,1,Chile
837,837,2014,Colombia,2,0,Uruguay
838,838,2014,Netherlands,2,1,Mexico
839,839,2014,Costa Rica,1,1,Greece
840,840,2014,France,2,0,Nigeria
841,841,2014,Germany,2,1,Algeria
842,842,2014,Argentina,1,0,Switzerland
843,843,2014,Belgium,2,1,USA
844,844,2014,France,0,1,Germany
845,845,2014,Brazil,2,1,Colombia
846,846,2014,Argentina,1,0,Belgium
847,847,2014,Netherlands,0,0,Costa Rica
848,848,2014,Brazil,1,7,Germany
849,849,2014,Netherlands,0,0,Argentina
850,850,2014,Brazil,0,3,Netherlands
851,851,2014,Germany,1,0,Argentina
